2023-11-03T20:33:35.502Z | WARN  |                       worker-3 |          o.c.i.SequencerServer | isServerReadyToHandleMsg: sequencer epoch:-1 != serverEpoch:0, version { corfu_source_code_version: 101374867581944 } request_id: 3 priority: HIGH cluster_id { lsb: -6967594695020567214 msb: 8076505419305930323 } client_id { lsb: -6987611035487940898 msb: 6495278135216128240 } ignore_epoch: true
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2934]=[169110, 208197]@148728 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[1f33]=[171337, 208264]@151085 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[a978]=[167466, 212896]@151514 size 21 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[a1a0]=[169125, 208091]@148680 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3eec]=[171130, 208856]@147929 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[24d5]=[167768, 212012]@149356 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[8086]=[170275, 209722]@148928 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[b12e]=[167830, 208945]@149518 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[82fe]=[168426, 211598]@147525 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3d5c]=[211340, 211341]@-6 size 2 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[78b7]=[166468, 211362]@150375 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[6f92]=[170289, 212184]@146755 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5d33]=[168368, 209792]@148777 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[b0f0]=[168456, 211617]@149895 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[7255]=[167309, 210133]@148863 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[e2ad]=[167617, 210554]@151135 size 36 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[9963]=[171154, 212310]@147044 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2c4b]=[169775, 207885]@149261 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[56aa]=[170304, 209154]@146644 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2cb8]=[167751, 209673]@146951 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[b5ca]=[169305, 213034]@150573 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2ca8]=[170622, 212158]@149519 size 31 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[c651]=[168779, 209267]@148957 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[b331]=[166752, 210854]@148090 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[8cf9]=[167563, 212591]@151352 size 12 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[dbe1]=[170374, 212628]@149799 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2bf3]=[166972, 213056]@151409 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[71dc]=[170565, 212295]@146588 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f2ec]=[167448, 210774]@148701 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2baf]=[167659, 209702]@146945 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[7950]=[169964, 209521]@146987 size 12 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[6c7a]=[169130, 208572]@147156 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[9cd6]=[171004, 211827]@151454 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[1072]=[169847, 207988]@150178 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[632f]=[169826, 212948]@151608 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[8a03]=[168395, 216874]@166174 size 73 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[d83b]=[167994, 211888]@150481 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[aab0]=[169922, 208175]@150154 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[6632]=[171033, 211419]@147240 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[789d]=[212155, 212155]@-6 size 1 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[407d]=[170515, 209397]@146685 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[ed2]=[168396, 208125]@148624 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[c8ab]=[179998, 211045]@-6 size 4 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[e579]=[171095, 212202]@149822 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f097]=[170224, 211814]@147052 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[7921]=[171086, 208631]@151158 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[60cc]=[168128, 209917]@149249 size 20 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[d20c]=[168077, 211867]@150186 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5cd]=[170568, 209565]@146571 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[eca3]=[167099, 211287]@150474 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[e6aa]=[170701, 213094]@146615 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[859c]=[209293, 209294]@-6 size 2 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[32e9]=[166692, 212853]@162313 size 21 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[a4be]=[167775, 211892]@147953 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3c6c]=[169597, 207874]@150502 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[90a2]=[168989, 208185]@148720 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[6eab]=[168472, 209006]@150234 size 12 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[799]=[213101, 213101]@-6 size 1 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[47c0]=[168403, 209378]@148909 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2e4e]=[167506, 209394]@149561 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[712]=[170921, 209155]@148034 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[8e2]=[167405, 210755]@148483 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[9f37]=[169291, 207915]@150661 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[4b64]=[169020, 209420]@149603 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[44d0]=[209830, 209831]@-6 size 2 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f5a0]=[167556, 212576]@151299 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[b2f4]=[169544, 210075]@149219 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[51a]=[167539, 212544]@151351 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f2ac]=[170961, 212902]@151616 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f472]=[169695, 208863]@147716 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2ca3]=[212545, 212545]@-6 size 1 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[78a]=[211104, 211105]@-6 size 2 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[4eaa]=[209250, 209578]@-6 size 2 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3a41]=[169727, 207879]@149236 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[7d2a]=[168449, 211631]@147865 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2426]=[171107, 210731]@151286 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5f81]=[170545, 212144]@147116 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f90e]=[167614, 210677]@148449 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2327]=[168234, 211325]@150195 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[318d]=[170715, 213134]@151573 size 7 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[561f]=[169864, 207925]@150243 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[8374]=[209560, 209561]@-6 size 2 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[cbdd]=[169229, 210467]@148099 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[e3d4]=[167708, 210380]@159861 size 13 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[a277]=[169361, 208813]@148278 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[b6af]=[170431, 209685]@149721 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3650]=[169640, 208632]@147531 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[b048]=[169297, 208004]@150719 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[54e9]=[170498, 212207]@149759 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[e38f]=[170499, 212210]@149763 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[ee0e]=[170928, 212848]@151675 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[c0c8]=[167112, 209932]@149203 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f8ce]=[166524, 210284]@150808 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[cb50]=[167904, 211660]@146672 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2f1e]=[170446, 209658]@148573 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[db89]=[169357, 207947]@150593 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[4886]=[169285, 208066]@150611 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[1dbc]=[169877, 209890]@149165 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[4a09]=[170878, 210916]@147624 size 6 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[6175]=[166773, 211169]@150483 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[af34]=[171320, 212223]@149827 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2af6]=[170958, 208702]@149834 size 3 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[8269]=[167117, 211210]@149939 size 9 on sequencer reset.
2023-11-03T23:23:50.984Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[36b9]=[170844, 209136]@146657 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[bb4c]=[167861, 209173]@149339 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[9f1f]=[207950, 207952]@-6 size 2 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[74fe]=[169310, 208909]@148259 size 9 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[12da]=[167524, 212136]@146788 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3ba4]=[169541, 209795]@149148 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[cd0b]=[167639, 212026]@149689 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[df55]=[209803, 209804]@-6 size 2 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5fb9]=[169394, 207807]@148136 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[6514]=[167871, 209403]@149770 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[73ba]=[169747, 207833]@148109 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5ab5]=[171313, 208560]@151024 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[947a]=[169625, 212986]@151419 size 9 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5e2b]=[169175, 208750]@149972 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[11cc]=[170825, 211730]@151721 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[36b4]=[167982, 211612]@147787 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[8ee4]=[167627, 209088]@149732 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[81d4]=[170489, 212705]@151185 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3ae6]=[168001, 209745]@149299 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[419a]=[168935, 209222]@146864 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[993d]=[170683, 212066]@149536 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f0f1]=[166805, 210367]@149330 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2d5e]=[170082, 212487]@151273 size 96 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[66f2]=[170226, 211817]@147054 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5bd6]=[169071, 210205]@148704 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f2a]=[166308, 216935]@148778 size 856 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3102]=[170459, 209314]@146954 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[ad62]=[166487, 211338]@150742 size 25 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3b7c]=[167206, 210072]@148822 size 9 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2a92]=[168149, 209956]@149106 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5df9]=[166385, 213257]@162805 size 24 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[ede9]=[166849, 210123]@149206 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[b690]=[171416, 211221]@149894 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[18]=[171370, 208542]@149885 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[7d61]=[168275, 209778]@148771 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[69ce]=[167201, 210673]@147665 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[d25f]=[169580, 208591]@147565 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[55d7]=[170501, 212211]@149499 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[6bdf]=[171342, 212185]@146768 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f827]=[167499, 212997]@151150 size 47 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[e73a]=[167911, 211553]@146578 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5f1]=[167954, 208786]@149490 size 9 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3938]=[168776, 209414]@149642 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[87d4]=[166646, 210801]@150902 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[1b58]=[169952, 213055]@151183 size 9 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[5da6]=[169407, 208203]@148375 size 8 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[60a8]=[169701, 212681]@151433 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[2e4a]=[170266, 209635]@148977 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[ee09]=[171108, 210735]@151289 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[bb4a]=[166353, 207727]@146518 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[3641]=[171069, 212150]@151347 size 9 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f242]=[169963, 209517]@146982 size 23 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[7f6e]=[167151, 213046]@151691 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[6ad2]=[169059, 208121]@148479 size 12 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[53e1]=[168202, 216704]@164290 size 17 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[9619]=[166347, 207721]@166251 size 8 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[e5c5]=[168419, 208627]@147684 size 9 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[24ec]=[166393, 211370]@159677 size 31 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[e34d]=[170240, 210062]@148315 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[ae29]=[170741, 213074]@146629 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[ded6]=[168734, 211972]@162307 size 11 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[d881]=[167998, 208749]@150288 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[840c]=[169643, 208635]@147535 size 9 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[6da1]=[166512, 211628]@150618 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[9972]=[166689, 210849]@150725 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[7ca1]=[170955, 212952]@151661 size 3 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[f834]=[169055, 209104]@147048 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[e7e6]=[169923, 208177]@150156 size 6 on sequencer reset.
2023-11-03T23:23:50.985Z | INFO  |                    sequencer-0 |          o.c.i.SequencerServer | Stream[cce9]=[169713, 212635]@151688 size 3 on sequencer reset.
